X	Y	ID	NOME	ESTADO	MUNICÍPIO	BACIA	SUB-BACIA	RESPONSÁVEL	OPERADORA	ALTITUDE	ESTAÇÃO PLUVIOMÉTRICA	REGISTRADOR DE CHUVA	ESTAÇÃO CLIMATOLÓGICA	INÍCIO - PERÍODO PLUVIOMÉTRICO	FIM - PERÍODO PLUVIOMÉTRICO	INÍCIO - PERÍODO REGISTRADOR DE CHUVA	FIM - PERÍODO REGISTRADOR DE CHUVA	INÍCIO - PERÍODO CLIMATOLÓGICO	FIM - PERÍODO CLIMATOLÓGICO
-43,54333333	-22,8625	2243097	MENDANHA - 6DR	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	10	SIM	SIM	NÃO	01/07/1970	--	01/07/1970	--	--	--
-43,1667	-22,9	2243129	RIO DE JANEIRO	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	5	SIM	SIM	SIM	01/01/1917	--	01/01/1917	--	01/01/1917	--
-43,7	-22,35	2243130	SANTA MÔNICA 	RIO DE JANEIRO	VASSOURAS	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	364	SIM	SIM	SIM	01/07/1982	--	01/07/1982	--	01/07/1982	--
-43,45	-22,86666667	2243141	BANGU 	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	40	SIM	SIM	SIM	01/09/1918	--	01/09/1918	--	01/09/1918	--
-43,3	-22,9	2243143	ENGENHO DE DENTRO	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	37	SIM	SIM	SIM	01/05/1914	--	01/05/1914	--	01/05/1914	--
-43,11666667	-22,9	2243146	NITERÓI (V. BRASIL)  	RIO DE JANEIRO	NITERÓI	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	--	SIM	SIM	SIM	01/05/1936	--	01/05/1936	--	01/05/1936	--
-43,26666667	-22,95	2243149	ALTO DA BOA VISTA 	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	347	SIM	SIM	SIM	01/06/1966	--	01/06/1966	--	01/06/1966	--
-43,93	-22,4958	2243159	VARGEM ALEGRE	RIO DE JANEIRO	BARRA DO PIRAÍ	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	--	SIM	NÃO	NÃO	01/08/2005	--	--	--	--	--
-43,21666667	-22,96666667	2243168	JARDIM BOTÂNICO 	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	5	SIM	SIM	SIM	01/10/1919	--	01/10/1919	--	01/10/1919	--
-43,25	-22,86666667	2243171	MANGUINHOS	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	6	SIM	SIM	SIM	01/04/1942	--	01/04/1942	--	01/04/1942	--
-43,18333333	-22,9	2243173	MORRO DA CONCEIÇÃO 	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	50	SIM	SIM	SIM	01/01/1957	--	01/01/1957	--	01/01/1957	--
-43,43333333	-22,86666667	2243178	REALENGO 	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	20	SIM	SIM	SIM	01/03/1971	--	01/03/1971	--	01/03/1971	--
-43,66666667	-22,91666667	2243180	SANTA CRUZ 	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	63	SIM	SIM	SIM	01/01/1922	--	01/01/1922	--	01/01/1922	--
-43,68333333	-22,76666667	2243186	ECOLOGIA AGRIC. (KM 47) 	RIO DE JANEIRO	ITAGUAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	33	SIM	SIM	SIM	01/02/1939	--	01/02/1939	--	01/02/1939	--
-43	-22,0333	2243191	ANTA	RIO DE JANEIRO	SAPUCAIA	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	--	SIM	SIM	SIM	01/01/1939	--	01/01/1939	--	01/01/1939	--
-43,8333	-22,4667	2243198	BARRA DO PIRAÍ	RIO DE JANEIRO	BARRA DO PIRAÍ	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	358	SIM	SIM	SIM	01/01/1930	--	01/01/1930	--	01/01/1930	--
-43,8392	-22,4819	2243205	UEL SANTA CECÍLIA BARRAMENTO	RIO DE JANEIRO	BARRA DO PIRAÍ	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	LIGHT ENERGIA S.A	LIGHT ENERGIA S.A	356	SIM	NÃO	NÃO	01/11/1949	--	--	--	--	--
-43,2156	-22,1417	2243206	UHE ILHA DOS POMBOS TRÊS RIOS	RIO DE JANEIRO	TRÊS RIOS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	LIGHT ENERGIA S.A	LIGHT ENERGIA S.A	679	SIM	NÃO	NÃO	01/12/1920	--	--	--	--	--
-43,895	-22,63	2243216	UEL VIGÁRIO DESCARGA D'ÁGUA	RIO DE JANEIRO	PIRAÍ	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	LIGHT ENERGIA S.A	LIGHT ENERGIA S.A	401	SIM	NÃO	NÃO	01/11/1949	--	--	--	--	--
-43,8808	-22,7022	2243219	UHE FONTES NOVA RES. LAJES BARRAMENTO	RIO DE JANEIRO	PIRAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	LIGHT ENERGIA S.A	LIGHT ENERGIA S.A	433	SIM	NÃO	NÃO	01/03/1989	--	--	--	--	--
-43,06027778	-22,54333333	2243235	ANDORINHAS 	RIO DE JANEIRO	MAGÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	60	SIM	SIM	NÃO	01/07/1976	--	01/07/1976	--	--	--
-43,1075	-22,88277778	2243236	HORTO FLORESTAL	RIO DE JANEIRO	NITERÓI	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	20	SIM	SIM	NÃO	01/06/1976	--	01/06/1976	--	--	--
-43,30416667	-22,55083333	2243238	XERÉM	RIO DE JANEIRO	DUQUE DE CAXIAS	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	143	SIM	SIM	NÃO	01/06/1976	--	01/06/1976	--	--	--
-43,2778	-22,9578	2243239	CAPELA MAYRINK	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	460	SIM	SIM	NÃO	01/04/1976	--	01/04/1976	--	--	--
-43,45694444	-22,74861111	2243240	HELIÓPOLIS	RIO DE JANEIRO	BELFORD ROXO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	31,37	SIM	NÃO	NÃO	01/10/1998	--	--	--	--	--
-43,0333	-22,3	2243249	GRANJA JURITY	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	980	SIM	SIM	SIM	01/01/1985	--	01/01/1985	--	01/01/1985	--
-43,8678	-22,9044	2243250	COROA GRANDE	RIO DE JANEIRO	ITAGUAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	40	SIM	NÃO	NÃO	01/04/1989	--	--	--	--	--
-43,4206	-22,7986	2243251	NILÓPOLIS (CEDAE)	RIO DE JANEIRO	NILÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	COMPANHIA ESTADUAL DE ÁGUAS E ESGOTOS	COMPANHIA ESTADUAL DE ÁGUAS E ESGOTOS	--	SIM	SIM	NÃO	01/02/1986	--	01/02/1986	--	--	--
-43,3114	-22,7428	2243253	SÃO BENTO	RIO DE JANEIRO	DUQUE DE CAXIAS	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	COMPANHIA ESTADUAL DE ÁGUAS E ESGOTOS	COMPANHIA ESTADUAL DE ÁGUAS E ESGOTOS	6	SIM	SIM	NÃO	01/12/1985	--	01/12/1985	--	--	--
-43,4167	-22,3333	2243255	AVELAR	RIO DE JANEIRO	PATY DO ALFERES	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	507	SIM	SIM	SIM	01/04/1971	--	01/04/1971	--	01/04/1971	--
-43,0914	-22,2244	2243258	PCH AREAL JUSANTE	RIO DE JANEIRO	AREAL	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	QUANTA GERAÇÃO S.A.	QUANTA GERAÇÃO S.A.	--	SIM	NÃO	NÃO	01/08/2013	--	--	--	--	--
-43,1653	-22,2183	2243259	PCH FAGUNDES BARRAMENTO	RIO DE JANEIRO	PARAÍBA DO SUL	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	QUANTA GERAÇÃO S.A.	QUANTA GERAÇÃO S.A.	--	SIM	NÃO	NÃO	01/09/2013	--	--	--	--	--
-43,1386	-22,2094	2243260	PCH PIABANHA BARRAMENTO	RIO DE JANEIRO	AREAL	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	QUANTA GERAÇÃO S.A.	QUANTA GERAÇÃO S.A.	368	SIM	NÃO	NÃO	01/09/2013	--	--	--	--	--
-43,7972	-22,45	2243262	UEL SANTA CECÍLIA BARRA DO PIRAÍ	RIO DE JANEIRO	BARRA DO PIRAÍ	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	LIGHT ENERGIA S.A	LIGHT ENERGIA S.A	346	SIM	NÃO	NÃO	01/10/2002	--	--	--	--	--
-43,8186	-22,5314	2243263	UEL SANTA CECÍLIA RES. SANTANA BARRAMENTO	RIO DE JANEIRO	BARRA DO PIRAÍ	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	LIGHT ENERGIA S.A	LIGHT ENERGIA S.A	367	SIM	NÃO	NÃO	01/10/2002	--	--	--	--	--
-43,7775	-22,5389	2243264	UEL SANTA CECÍLIA MORSING	RIO DE JANEIRO	MENDES	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	LIGHT ENERGIA S.A	LIGHT ENERGIA S.A	384	SIM	NÃO	NÃO	01/10/2002	--	--	--	--	--
-43,9567	-22,6625	2243265	UEL VIGÁRIO FAZENDA NOVA ESPERANÇA	RIO DE JANEIRO	PIRAÍ	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	LIGHT ENERGIA S.A	LIGHT ENERGIA S.A	365	SIM	NÃO	NÃO	01/10/2002	--	--	--	--	--
-43,8731	-22,6828	2243266	UEL VIGÁRIO CANAL	RIO DE JANEIRO	PIRAÍ	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	LIGHT ENERGIA S.A	LIGHT ENERGIA S.A	400	SIM	NÃO	NÃO	01/10/2002	--	--	--	--	--
-43,8222	-22,6861	2243267	UHE PEREIRA PASSOS JUSANTE	RIO DE JANEIRO	PIRAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	LIGHT ENERGIA S.A	LIGHT ENERGIA S.A	47	SIM	NÃO	NÃO	01/10/2002	--	--	--	--	--
-43,2247	-22,3047	2243268	BINGEN	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	--	SIM	NÃO	NÃO	01/08/2005	--	--	--	--	--
-43,22138889	-22,91055556	2243271	SÃO CRISTÓVÃO	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	4,93	SIM	NÃO	NÃO	01/09/1968	--	--	--	--	--
-43,36472222	-22,93111111	2243272	AV. DOS INDUSTRIÁRIOS	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	9,98	SIM	NÃO	NÃO	01/12/1968	--	--	--	--	--
-43,3506	-22,8225	2243273	AV. AUTOMÓVEL CLUBE	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	16,47	SIM	NÃO	NÃO	01/11/1969	--	--	--	--	--
-43,29111111	-22,64305556	2243274	SANTA CRUZ DA SERRA	RIO DE JANEIRO	DUQUE DE CAXIAS	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/11/1976	--	--	--	--	--
-43,26805556	-22,87305556	2243275	ESTRADA VELHA DA PAVUNA	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	6,37	SIM	NÃO	NÃO	01/09/1998	--	--	--	--	--
-43,15472222	-22,62444444	2243276	PONTE DE FERRO PIABETÁ	RIO DE JANEIRO	MAGÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	10,46	SIM	NÃO	NÃO	01/09/1998	--	--	--	--	--
-43,39944444	-22,77944444	2243277	CIEP - 100	RIO DE JANEIRO	RIO CLARO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	18,63	SIM	NÃO	NÃO	01/09/1998	--	--	--	--	--
-43,33777778	-22,66777778	2243278	PONTE DE FERRO CAPIVARI	RIO DE JANEIRO	DUQUE DE CAXIAS	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	3,49	SIM	NÃO	NÃO	01/09/1998	--	--	--	--	--
-43,03888889	-22,61472222	2243279	PARQUE SÃO MIGUEL	RIO DE JANEIRO	MAGÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	13,82	SIM	NÃO	NÃO	01/10/1998	--	--	--	--	--
-43,3717	-22,8064	2243280	IGREJA DE SANTO ANTÔNIO	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	4,21	SIM	NÃO	NÃO	01/10/1998	--	--	--	--	--
-43,4158	-22,6508	2243281	CLUBE CATAVENTO	RIO DE JANEIRO	NOVA IGUAÇU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INFOPER	CIA DE PESQUISA DE RECURSOS MINERAIS	8,06	SIM	NÃO	NÃO	01/10/1998	--	--	--	--	--
-43,10222222	-22,60972222	2243282	ESTRADA DA CONCEIÇÃO	RIO DE JANEIRO	MAGÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	23,44	SIM	NÃO	NÃO	01/12/1998	--	--	--	--	--
-43,44666667	-22,44444444	2243283	MIGUEL PEREIRA	RIO DE JANEIRO	MIGUEL PEREIRA	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	599	SIM	NÃO	NÃO	01/11/2008	--	--	--	--	--
-43,18722222	-22,51916667	2243284	PETRÓPOLIS	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	824,2	SIM	NÃO	NÃO	01/11/2008	--	--	--	--	--
-43,09138889	-22,4625	2243285	CAMPO DE AVENTURAS	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	ÁGUAS DO IMPERADOR	CIA DE PESQUISA DE RECURSOS MINERAIS	1004	SIM	SIM	NÃO	01/12/2006	--	01/12/2006	--	--	--
-43,1333	-22,4053	2243286	PARQUE PETRÓPOLIS	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	COPPE/UFRJ	CIA DE PESQUISA DE RECURSOS MINERAIS	700	SIM	SIM	SIM	01/03/2007	--	01/03/2007	--	01/03/2007	--
-43,2103	-22,5108	2243287	ESPERANÇA	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	COPPE/UFRJ	CIA DE PESQUISA DE RECURSOS MINERAIS	819	SIM	NÃO	NÃO	01/04/2007	--	--	--	--	--
-43,1689	-22,5167	2243288	MORIN	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	COPPE/UFRJ	CIA DE PESQUISA DE RECURSOS MINERAIS	818	SIM	NÃO	NÃO	01/04/2007	--	--	--	--	--
-43,1772	-22,4872	2243289	LICEU CARLOS CHAGAS	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	COPPE/UFRJ	CIA DE PESQUISA DE RECURSOS MINERAIS	815	SIM	NÃO	NÃO	01/04/2007	--	--	--	--	--
-43,1078	-22,4539	2243290	POÇO TARZAN	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	COPPE/UFRJ	CIA DE PESQUISA DE RECURSOS MINERAIS	926	SIM	NÃO	NÃO	01/10/2008	--	--	--	--	--
-43,1025	-22,4686	2243291	SÍTIO DAS NASCENTES	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	--	SIM	SIM	NÃO	01/10/2007	--	01/10/2007	--	--	--
-43,58694444	-22,16833333	2243292	RIO DAS FLORES	RIO DE JANEIRO	RIO DAS FLORES	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	503,6	SIM	NÃO	NÃO	01/11/2008	--	--	--	--	--
-43,45694444	-22,74833333	2243293	GBM NOVA IGUAÇU	RIO DE JANEIRO	NOVA IGUAÇU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2008	--	--	--	--	--
-43,37138889	-22,80611111	2243294	CET MERITI	RIO DE JANEIRO	SÃO JOÃO DE MERITI	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	4,34	SIM	NÃO	NÃO	01/01/2008	--	--	--	--	--
-43,18694444	-22,57666667	2243295	RAIZ DA SERRA	RIO DE JANEIRO	MAGÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/11/2008	--	--	--	--	--
-43,30166667	-22,54944444	2243296	XERÉM-MANTIQUEIRA	RIO DE JANEIRO	DUQUE DE CAXIAS	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/11/2008	--	--	--	--	--
-43,43666667	-22,80861111	2243297	CLUBE XV	RIO DE JANEIRO	MESQUITA	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	4,34	SIM	NÃO	NÃO	01/02/2008	--	--	--	--	--
-43,36861111	-22,84805556	2243298	GUADALUPE	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	8,02	SIM	NÃO	NÃO	01/03/2008	--	--	--	--	--
-43,16361111	-22,35222222	2243299	FAZENDA SEDE	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CERVEJARIA PETRÓPOLIS DO CENTRO OESTE LTDA	CERVEJARIA PETRÓPOLIS DO CENTRO OESTE LTDA	785	SIM	SIM	NÃO	01/03/2008	--	01/03/2008	--	--	--
-43,15777778	-22,35083333	2243300	BARRAGEM ANTIGA	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CERVEJARIA PETRÓPOLIS DO CENTRO OESTE LTDA	CERVEJARIA PETRÓPOLIS DO CENTRO OESTE LTDA	791	SIM	SIM	NÃO	01/03/2008	--	01/03/2008	--	--	--
-43,095	-22,4614	2243301	VILA AÇU	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	1004	SIM	SIM	NÃO	01/11/2009	--	01/11/2009	--	--	--
-43,2581	-22,4775	2243302	ROCIO 2	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	COPPE/UFRJ	CIA DE PESQUISA DE RECURSOS MINERAIS	972	SIM	SIM	NÃO	01/03/2010	--	01/03/2010	--	--	--
-43,56	-22,0847	2243303	PCH MONTE SERRAT MANOEL DUARTE	RIO DE JANEIRO	RIO DAS FLORES	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	MONTE SERRAT ENERGÉTICA S.A	MONTE SERRAT ENERGÉTICA S.A	387	SIM	NÃO	NÃO	01/10/2008	--	--	--	--	--
-43,2831	-22,0142	2243305	PCH MONTE SERRAT JUSANTE	RIO DE JANEIRO	COMENDADOR LEVY GASPARIAN	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	MONTE SERRAT ENERGÉTICA S.A	MONTE SERRAT ENERGÉTICA S.A	316	SIM	NÃO	NÃO	01/10/2008	--	--	--	--	--
-43,1517	-22,0808	2243307	PCH SANTA FÉ I JUSANTE	RIO DE JANEIRO	COMENDADOR LEVY GASPARIAN	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	SANTA FÉ ENERGÉTICA S.A	SANTA FÉ ENERGÉTICA S.A	259	SIM	NÃO	NÃO	01/11/2011	--	--	--	--	--
-43,0992	-22,8708	2243309	NITERÓI ENGENHOCA	RIO DE JANEIRO	NITERÓI	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/03/2012	--	--	--	--	--
-43,0119	-22,4017	2243310	CALEME	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	973	SIM	NÃO	NÃO	01/11/2011	--	--	--	--	--
-43,0011	-22,3731	2243311	POSSE	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	899	SIM	NÃO	NÃO	01/11/2011	--	--	--	--	--
-43,0078	-22,4172	2243312	QUEBRA FRASCOS	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	1063	SIM	NÃO	NÃO	01/01/2012	--	--	--	--	--
